Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
8/17/2012;Robot & Frank;2500000;3317468;4934356
10/3/2003;Sur Le Seuil;2500000;2013052;2013052
6/16/2000;Jesus' Son;2500000;1282084;1687548
5/27/2005;Saving Face;2500000;1187266;1269705
6/20/2008;Brick Lane;2500000;1094998;3838486
3/1/2013;The Lost Medallion: The Adventures of Billy Stone;2500000;549632;549632
9/26/2003;My Life Without Me;2500000;432360;12267275
3/31/2006;Marilyn Hotchkiss' Ballroom Dancing and Charm School;2500000;349132;497195
4/1/2011;Super;2500000;327716;593933
11/14/2008;Fuel;2500000;174255;174255
4/9/2010;Valley of the Hearts Delight;2500000;118666;118666
10/31/2008;The Other End of the Line;2500000;115504;507446
6/18/2010;8: The Mormon Proposition;2500000;100280;100280
4/17/2009;Sleep Dealer;2500000;80136;108907
8/24/2007;Eye of the Dolphin;2500000;72210;72260
8/16/2013;Underdogs;2500000;35017;35017
9/8/2000;Anatomie;2500000;9598;9598
12/31/2009;The Calling;2500000;0;0
6/21/2013;Alien Uprising;2500000;0;0
12/31/2010;Christmas Mail;2500000;0;0
7/3/2015;Stung;2500000;0;0
9/1/2017;Sky Sharks;2500000;0;0
10/13/2015;8 Days;2500000;0;0
9/2/2016;Antibirth;2500000;0;0
2/2/2016;The Rise of the Krays;2500000;0;0
5/13/2011;Go For It!;2450000;180237;182358
10/16/1996;Get on the Bus;2400000;5691854;5691854
1/5/2007;Thr3e;2400000;1008849;1420418
9/1/2006;Idiocracy;2400000;444093;500296
12/31/2009;Nikté;2400000;0;1333891
11/14/2014;Always Woodstock;2400000;0;0
7/25/2007;This is England;2380000;327919;8739576
1/1/1944;Bathing Beauty;2361000;3500000;3500000
3/20/2015;Do You Believe?;2300000;12985600;14305540
9/24/1951;Show Boat;2300000;11000000;11000000
5/1/1998;Dancer- Texas Pop. 81;2300000;574838;574838
9/5/2014;Frontera;2300000;59696;59696
8/26/2011;Redemption Road;2300000;29384;29384
4/15/2015;The Toxic Avenger Part II;2300000;0;0
1/19/2016;Eden;2300000;0;0
6/19/1987;The Brave Little Toaster;2300000;0;0
11/13/1940;Fantasia;2280000;83320000;83320000
8/13/1982;Friday the 13th Part 3;2250000;36690067;36690067
10/9/1971;The French Connection;2200000;41158757;41158757
3/22/1985;Friday the 13th Part V: A New Beginning;2200000;21930418;21930418
2/9/2007;The Last Sin Eater;2200000;388390;388390
12/31/2008;Impact Point;2200000;0;0
1/1/1945;The Valley of Decision;2160000;9132000;9132000
12/31/2005;Chicken Tikka Masala;2160000;0;37865
10/7/2008;Jack Brooks: Monster Slayer;2150000;0;0
11/21/1946;The Best Years of Our Lives;2100000;23600000;23600000
7/13/2001;Bully;2100000;881824;1381824
5/29/2002;Elling;2100000;313436;313436
10/16/2016;Mi America;2100000;3330;3330
7/14/2009;[Rec];2100000;0;23266821
12/31/2012;Infected;2100000;0;0
12/31/2010;Lies in Plain Sight;2100000;0;0
10/6/2015;The Timber;2100000;0;0
1/19/2016;Sharkskin;2100000;0;0
9/30/2011;Courageous;2000000;34522221;35185884
4/8/1964;From Russia With Love;2000000;24800000;78900000
5/21/1982;Mad Max 2: The Road Warrior;2000000;24600832;24600832
1/1/1946;Notorious;2000000;24464742;24464742
8/2/1967;In the Heat of the Night;2000000;24379978;24391108
12/17/1973;Sleeper;2000000;18344729;18344729
8/11/1972;Everything You Always Wanted to Know;2000000;18016290;18016290
3/13/2015;It Follows;2000000;14674077;20649774
12/25/1962;To Kill A Mockingbird;2000000;13129846;13129846
3/9/2012;Silent House;2000000;12739737;16610760
10/20/2000;The Legend of Drunken Master;2000000;11546543;11546543
10/8/1999;Boys Don't Cry;2000000;11540607;20741000
2/9/2007;Das Leben der Anderen;2000000;11284657;81197047
1/1/1962;Lolita;2000000;9250000;9250000
1/1/1940;Boom Town;2000000;9172000;9172000
1/1/1947;Gentleman's Agreement;2000000;7800000;7800000
9/25/1961;The Hustler;2000000;7600000;7600000
12/31/1986;Witchboard;2000000;7369373;7369373
11/26/2003;Les Triplettes de Belleville;2000000;7301288;17403168
6/26/1998;Smoke Signals;2000000;6719300;7756617
6/11/2010;Winter's Bone;2000000;6531503;16131551
10/10/2014;Meet the Mormons;2000000;6047363;6049171
8/15/2003;American Splendor;2000000;6003587;8685632
8/25/2017;All Saints;2000000;5794030;5900648
7/2/2004;Before Sunset;2000000;5792822;11217346
3/30/2001;Amores Perros;2000000;5383834;20883834
8/20/2003;Thirteen;2000000;4601043;9505996
1/23/2004;Touching the Void;2000000;4593598;15396525
10/8/2010;Inside Job;2000000;4311834;7799257
1/1/1938;Alexander's Ragtime Band;2000000;4000000;4000000
6/17/2005;Me and You and Everyone We Know;2000000;3885134;9615464
8/28/2015;We Are Your Friends;2000000;3591417;10166209
11/10/2006;Harsh Times;2000000;3337931;6225304
3/3/2000;Ghost Dog: The Way of the Samurai;2000000;3330230;10672492
9/18/2015;Captive;2000000;2583301;2791973
8/2/2002;Full Frontal;2000000;2512846;3438804
12/25/2008;Waltz with Bashir;2000000;2283849;13912289
6/28/2006;Strangers with Candy;2000000;2072645;2077844
10/4/2006;Shortbus;2000000;1985292;1985292
5/2/2008;Son of Rambow: A Home Movie;2000000;1785505;11263263
9/12/2003;The Book of Mormon Movie- Volume 1: The Journey;2000000;1660865;1660865
5/12/2000;Hamlet;2000000;1577287;2419669
8/7/2015;The Diary of a Teenage Girl;2000000;1477002;2279959
7/27/2007;No End In Sight;2000000;1433319;1433319
4/30/1999;Get Real;2000000;1152411;1152411
9/7/2007;In the Shadow of the Moon;2000000;1134358;1134358
4/8/2011;Meek's Cutoff;2000000;977772;1869928
2/11/2005;Inside Deep Throat;2000000;691880;691880
9/28/2001;Dinner Rush;2000000;638227;1075504
9/24/2010;The Virginity Hit;2000000;636706;636706
5/15/1998;Clockwatchers;2000000;537948;539961
11/6/1985;Subway;2000000;390659;1663296
4/15/2005;House of D;2000000;388532;466106
1/18/2008;Teeth;2000000;347578;2350641
7/26/1996;Stonewall;2000000;304602;304602
9/8/2006;Sherrybaby;2000000;199176;759504
2/13/2015;The Last Five Years;2000000;147299;147299
9/18/1998;Six-String Samurai;2000000;134624;134624
5/26/2000;Hum to Mohabbt Karega;2000000;121807;121807
4/15/2005;It's All Gone Pete Tong;2000000;120620;2226603
1/29/2010;Saint John of Las Vegas;2000000;102645;102645
4/15/1998;24 7: Twenty Four Seven;2000000;72544;72544
9/19/2014;Pump;2000000;72277;72277
10/24/2008;Roadside Romeo;2000000;55202;2046090
5/4/2001;Eureka;2000000;49388;76654
4/7/2015;Lost River;2000000;45431;45431
7/18/2003;This Thing of Ours;2000000;37227;37227
2/3/2017;Growing up Smith;2000000;35312;35312
3/20/2009;Super Capers;2000000;30955;30955
1/1/1993;Return of the Living Dead 3;2000000;21000;21000
11/20/2009;The Missing Person;2000000;17896;17896
10/19/2012;The First Time;2000000;17061;17061
2/10/2006;London;2000000;12667;12667
8/27/2010;Circle;2000000;10024;10024
10/31/2008;Eden Lake;2000000;7321;4294373
6/11/2010;Jerusalema;2000000;7294;10679
6/23/2006;Say Uncle;2000000;5361;5361
9/13/2013;Plush;2000000;3080;28864
10/26/2012;The Ghastly Love of Johnny X;2000000;2436;2436
12/29/2009;Lesbian Vampire Killers;2000000;0;3620902
9/9/2011;Grave Encounters;2000000;0;2151887
10/23/2015;Bone Tomahawk;2000000;0;481525
12/10/2004;Freeze Frame;2000000;0;105377
4/1/2013;Stitches;2000000;0;63555
12/31/2015;To Be Frank- Sinatra at 100;2000000;0;926
4/28/1971;Bananas;2000000;0;0
12/31/2009;Nine Dead;2000000;0;0
10/14/2008;No Man's Land: The Rise of Reeker;2000000;0;0
7/7/2007;Rockaway;2000000;0;0
8/12/1927;Wings;2000000;0;0
3/17/2015;The Lady from Shanghai;2000000;0;0
3/19/2013;Straight A's;2000000;0;0
3/30/2012;The Legend of Hell’s Gate: An American Conspiracy;2000000;0;0
12/31/2012;Highway;2000000;0;0
2/8/2013;Small Apartments;2000000;0;0
7/9/2013;Coffee Town;2000000;0;0
12/31/2014;Lucky Dog;2000000;0;0
12/31/2001;Pendulum;2000000;0;0
9/9/2014;A Funny Thing Happened on the Way to the Forum;2000000;0;0
12/31/2007;Slacker Uprising;2000000;0;0
3/20/2015;The Walking Deceased;2000000;0;0
12/31/2011;True Bromance;2000000;0;0
8/21/2015;The Curse of Downers Grove;2000000;0;0
12/31/2015;Wind Walkers;2000000;0;0
7/8/2016;The Wrong Side of Right;2000000;0;0
12/1/2015;Shark Lake;2000000;0;0
9/24/2010;Buried;1987650;1044143;21270290
4/21/2015;The Marine 4;1950000;0;0
5/8/1987;River's Edge;1900000;4600000;4600000
7/25/2008;Man on Wire;1900000;2962242;5617067
10/8/2010;Nowhere Boy;1900000;1445366;7785229
7/11/2003;Northfork;1900000;1420578;1445140
4/24/2015;Brotherly Love;1900000;478595;478595
6/3/2011;Submarine;1900000;467602;4581937
4/9/2010;The Square;1900000;406216;740932
2/8/2013;ABCD (Any Body Can Dance);1900000;222098;10137234
6/29/2007;Chacun sa nuit;1900000;18435;139317
7/26/2013;Stranded;1900000;0;285593
12/31/2015;Vaalu;1900000;0;12444
8/27/2010;The Last Exorcism;1800000;41034350;70165900
11/16/1976;Carrie;1800000;25878153;25878153
11/9/1984;A Nightmare on Elm Street;1800000;25504513;25504513
6/27/2012;Beasts of the Southern Wild;1800000;12795746;23265132
1/29/1964;Dr. Strangelove;1800000;9164370;9164370
1/1/1973;Battle for the Planet of the Apes;1800000;8800000;8800000
9/18/1951;A Streetcar Named Desire;1800000;8000000;8000000
8/3/1968;Hang 'em High;1800000;6800000;6800000
11/15/2002;El crimen de padre Amaro;1800000;5719000;5719000
6/15/2001;Songcatcher;1800000;3050934;3050934
8/23/2011;Higher Ground;1800000;841056;842693
4/22/2011;POM Wonderful Presents: The Greatest Movie Ever Sold;1800000;638476;783733
1/7/2005;Travellers and Magicians;1800000;506793;1322161
1/1/1993;Ed and his Dead Mother;1800000;673;673
12/31/2009;Deadline;1800000;0;0
3/13/2007;Sublime;1800000;0;0
2/3/2012;Dysfunctional Friends;1800000;0;0
12/31/2013;Independence Daysaster;1800000;0;0
3/11/2014;Against the Wild;1800000;0;0
10/20/2015;Beginners Guide to Sex;1800000;0;0
6/18/1999;Lola rennt;1750000;7267324;22879194
2/7/2003;May;1750000;145540;634803
10/8/2010;I Spit on Your Grave;1750000;93051;1278471
12/31/2013;Living Dark: The Story of Ted the Caver;1750000;0;0
11/23/2001;In the Bedroom;1700000;35930604;42137871
3/19/2008;La misma luna;1700000;12590147;23271741
1/1/1972;Conquest of the Planet of the Apes;1700000;9700000;9700000
2/28/2014;The Lunchbox;1700000;4231500;12231500
10/4/2013;Grace Unplugged;1700000;2507159;2507159
10/1/1999;Happy- Texas;1700000;2039192;2891228
12/18/2015;Saul fia;1700000;1777043;9696537
6/17/2005;My Summer of Love;1700000;1000915;4727375
6/24/2005;Yes;1700000;396035;661221
8/5/1953;From Here to Eternity;1650000;30500000;30500000
1/1/1938;You Can't Take It With You;1644000;4000000;4000000
4/9/1999;Foolish;1600000;6026908;6026908
1/1/1949;She Wore a Yellow Ribbon;1600000;5400000;5400000
4/7/1974;The Conversation;1600000;4420000;4420000
10/15/2010;N-Secure;1600000;2595644;2595644
2/1/2008;Sukkar banat;1600000;1060591;14253760
12/31/1989;Out of the Dark;1600000;419428;419428
1/27/2006;Bubble;1600000;145382;145382
9/23/2005;Dil Jo Bhi Kahey...;1600000;129319;129319
1/15/1999;Mississippi Mermaid;1600000;27795;2627795
9/26/2014;Two Night Stand;1600000;15600;868081
11/4/2005;I Love Your Work;1600000;3264;3264
12/31/1955;The King’s Thief;1577000;0;0
4/1/2011;Insidious;1500000;54009150;99870886
10/21/2016;Moonlight;1500000;27854931;65339156
9/12/2003;Cabin Fever;1500000;21158188;30351664
5/2/2007;Waitress;1500000;19097550;22217183
9/8/1989;Kickboxer;1500000;14533681;14533681
2/26/1988;Bloodsport;1500000;11806119;11806119
1/1/1939;Mr. Smith Goes To Washington;1500000;9000000;9000000
7/21/1995;Kids;1500000;7412216;20412216
10/5/2005;The Squid and the Whale;1500000;7372734;11191423
3/13/2002;Kissing Jessica Stein;1500000;7025722;9345061
10/31/1945;Spellbound;1500000;7000000;7000000
4/20/1979;Dawn of the Dead;1500000;5100000;55000000
9/23/1994;Exotica;1500000;5046118;5046118
7/26/2013;The To Do List;1500000;3491669;4128828
2/1/2013;The Gatekeepers;1500000;2408553;2592308
6/26/1998;Buffalo '66;1500000;2380606;2380606
3/2/1984;Repo Man;1500000;2300000;2300000
10/21/2016;I’m Not Ashamed;1500000;2082980;2082980
1/18/1985;Blood Simple;1500000;1690913;2730877
4/19/2002;Nueve Reinas;1500000;1222889;12412889
4/19/2013;The Lords of Salem;1500000;1165881;1541131
3/25/2005;The Ballad of Jack and Rose;1500000;712294;1126258
4/22/2016;Unsullied;1500000;510957;510957
8/31/1994;Killing Zoe;1500000;418953;418953
5/17/2002;The Believer;1500000;406035;1840248
3/7/2008;Snow Angels;1500000;402858;414404
8/10/2001;Session 9;1500000;378176;1619602
2/11/2011;MOOZ-lum;1500000;362239;372239
9/5/2007;I Want Someone To Eat Cheese With;1500000;194568;194568
8/19/2011;Amigo;1500000;184705;184705
9/7/2007;Hatchet;1500000;175281;240396
10/31/2008;My Name is Bruce;1500000;173066;173066
2/5/1936;Modern Times;1500000;163245;165049
5/11/2007;The Salon;1500000;139084;139084
3/22/2002;Stolen Summer;1500000;119841;119841
3/6/2015;Road Hard;1500000;113169;113169
9/28/2005;Forty Shades of Blue;1500000;75828;172569
10/9/2009;Trucker;1500000;52429;52429
5/29/2009;Pontypool;1500000;3865;31916
9/28/2015;Me- You and Five Bucks;1500000;2105;2105
10/17/2014;Housebound;1500000;0;236863
11/4/2005;Wal-Mart: The High Cost of Low Price;1500000;0;58692
3/17/2006;Fetching Cody;1500000;0;0
6/3/2011;The Lion of Judah;1500000;0;0
11/11/2014;Once Upon a Time in Queens;1500000;0;0
2/13/2015;Girlhouse;1500000;0;0
4/17/2015;Closer to the Moon;1500000;0;0
5/26/2015;Mutant World;1500000;0;0
11/20/2015;#Horror;1500000;0;0
9/8/2015;Checkmate;1500000;0;0
12/21/1937;Snow White and the Seven Dwarfs;1488000;184925485;184925485
1/1/1968;Shalako;1455000;2620000;2620000
4/29/2005;Holy Girl;1400000;304124;1261792
10/3/2014;La chambre bleue;1400000;260441;1945420
9/17/2004;Incident at Loch Ness;1400000;36830;56073
4/5/2013;Eddie: The Sleepwalking Cannibal;1400000;1632;1632
12/31/2014;Kurmanjan datka;1400000;0;0
12/31/2015;One Shot;1400000;0;0
12/31/2014;House at the End of the Drive;1400000;0;0
7/6/1966;Batman - The Movie;1377800;0;0
3/5/1999;Lock- Stock and Two Smoking Barrels;1350000;3897569;28356188
8/19/1983;The Ballad of Gregorio Cortez;1305000;909000;909000
6/26/1936;San Francisco;1300000;2868000;5273000
10/9/1998;Festen;1300000;1647780;1647780
10/11/1996;Trees Lounge;1300000;749741;749741
5/22/2009;The Girlfriend Experience;1300000;695840;1005840
3/23/2007;Journey from the Fall;1300000;635305;635305
5/5/2000;The Basket;1300000;609042;609042
1/30/2015;Above and Beyond;1300000;288751;288751
3/15/1985;Def-Con 4;1300000;210904;210904
12/9/2005;Neal n' Nikki;1300000;100358;329621
12/19/2003;The Hebrew Hammer;1300000;77755;90213
6/13/2014;Los insolitos peces gato;1300000;11278;16653
4/7/2006;Simon;1300000;4055;1738663
5/24/2011;Forget Me Not;1300000;0;13465
12/31/2009;The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;1300000;0;0
6/26/2015;The Algerian;1300000;0;0
1/1/1940;Rebecca;1288000;6000000;6000000
4/30/1981;Friday the 13th Part 2;1250000;21722776;21722776
1/1/1945;The Lost Weekend;1250000;11000000;11000000
8/31/1984;C.H.U.D.;1250000;4700000;4700000
4/19/2013;Filly Brown;1250000;2850357;2940411
1/21/1953;Niagara;1250000;2500000;2500000
10/28/1941;How Green Was My Valley;1250000;0;0
1/13/2015;Da Sweet Blood of Jesus;1250000;0;0
9/26/1975;The Rocky Horror Picture Show;1200000;140510017;140556284
10/29/2004;Saw;1200000;55968727;103880027
8/4/1989;Sex- Lies- and Videotape;1200000;24741667;36741667
2/15/2002;Super Troopers;1200000;18492362;23046142
2/22/2002;Monsoon Wedding;1200000;13876974;27025600
11/10/2000;You Can Count on Me;1200000;9180275;10827356
7/3/1951;Strangers on a Train;1200000;7000000;7000000
10/3/1955;The Trouble with Harry;1200000;7000000;7000000
12/29/1967;Il buono- il brutto- il cattivo;1200000;6100000;6100000
3/4/2003;The Day the Earth Stood Still;1200000;3700000;3700000
4/19/2013;Home Run;1200000;2859955;2859955
10/23/1992;Reservoir Dogs;1200000;2832029;2832029
7/7/2000;But I'm a Cheerleader;1200000;2205627;2509344
12/23/1956;The Wrong Man;1200000;2000000;2000000
1/1/1976;The Blue Bird;1200000;887000;887000
4/13/2012;Blue Like Jazz;1200000;595018;595018
8/28/2015;Que Horas Ela Volta?;1200000;376976;3048209
11/19/1982;Q;1200000;255000;255000
3/21/2003;Down & Out with the Dolls;1200000;58936;58936
6/1/2012;Pink Ribbons- Inc.;1200000;26608;26608
2/11/2011;Certifiably Jonathan;1200000;7826;7826
9/18/2015;La navaja de Don Juan;1200000;4254;4254
12/31/2008;Extreme Movie;1200000;0;81338
10/20/1936;The Charge of the Light Brigade;1200000;0;0
6/18/2004;Grand Theft Parsons;1200000;0;0
8/28/2012;Below Zero;1200000;0;0
9/7/2012;Crowsnest;1200000;0;0
9/14/2012;Airborne;1200000;0;0
9/9/2014;Cotton Comes to Harlem;1200000;0;0
2/3/2015;Bleeding Hearts;1200000;0;0
12/31/2013;The Wicked Within;1200000;0;0
3/21/2014;God’s Not Dead;1150000;60755732;63777092
10/7/2005;Waiting...;1125000;16124543;18673274
5/12/2006;Dead Man's Shoes;1125000;6408;414736
12/25/2005;Wolf Creek;1100000;16186348;29005064
2/11/2005;Ong-Bak;1100000;4563167;24062965
3/23/2012;Serbuan maut;1100000;4105123;9297407
9/4/1987;The Offspring;1100000;1355728;1355728
2/22/2002;Sex with Strangers;1100000;247740;247740
5/18/2012;Beyond the Black Rainbow;1100000;56491;56491
5/14/2003;Dracula: Pages from a Virgin's Diary;1100000;39659;81371
11/21/2014;The Sleepwalker;1100000;2636;2636
3/7/2017;Departure;1100000;0;27561
4/7/2009;Faith Like Potatoes;1100000;0;0
3/23/2010;Lake Mungo;1100000;0;0
4/7/2015;Silent Running;1100000;0;0
12/31/2010;Dead Undead The;1100000;0;0
12/31/2013;The Vatican Exorcisms;1100000;0;0
12/11/2009;Rocket Singh: Salesman of the Year;1070000;164649;5348767
1/23/1943;Casablanca;1039000;10462500;10462500
11/21/1976;Rocky;1000000;117235147;225000000
1/6/2012;The Devil Inside;1000000;53262945;101759490
10/7/1963;Tom Jones;1000000;37600000;37600000
4/17/2015;Unfriended;1000000;32482090;62561449
2/8/1976;Taxi Driver;1000000;28262574;28316211
5/24/2006;An Inconvenient Truth;1000000;24146161;52769915
2/1/1980;The Fog;1000000;21378361;21378361
5/25/2012;Chernobyl Diaries;1000000;18119640;42411721
4/10/1981;The Howling;1000000;17985000;17985000
5/8/1963;Dr. No;1000000;16067035;59567035
9/18/1987;Hellraiser;1000000;14564000;14575148
9/16/2005;Cry Wolf;1000000;10047674;15943081
8/18/2000;Godzilla 2000;1000000;10037390;10037390
12/29/2010;Blue Valentine;1000000;9737892;16566240
1/20/2006;Transamerica;1000000;9015303;16553163
1/1/1970;Beyond the Valley of the Dolls;1000000;9000000;9000000
1/1/1956;Love Me Tender;1000000;9000000;9000000
1/1/1949;Sands of Iwo Jima;1000000;7800000;7800000
9/25/2015;The Green Inferno;1000000;7192291;12931569
10/19/2012;The Sessions;1000000;6002451;11495204
4/4/2008;Shine a Light;1000000;5505267;16173879
3/23/2012;October Baby;1000000;5355847;5391992
9/12/2014;The Skeleton Twins;1000000;5284309;5797192
6/14/2013;20 Feet From Stardom;1000000;4946250;5892466
6/12/2009;Food- Inc.;1000000;4417674;4731944
7/28/2017;An Inconvenient Sequel;1000000;3496795;4014111
8/21/1998;Next Stop- Wonderland;1000000;3395581;3465703
6/6/2014;Obvious Child;1000000;3122616;3324070
10/21/2011;Martha Marcy May Marlene;1000000;2981038;5438911
8/3/2005;Junebug;1000000;2678010;3553253
8/1/2008;Frozen River;1000000;2511476;6030129
11/21/2001;The Sidewalks of New York;1000000;2402459;3575308
4/24/1998;Two Girls and a Guy;1000000;2057193;2315026
9/29/2000;The Broken Hearts Club: A Romantic Comedy;1000000;1744858;2022442
6/28/2006;Who Killed the Electric Car?;1000000;1678874;1849392
9/18/2009;The Secrets of Jonathan Sperry;1000000;1355079;1355079
7/17/1996;Walking and Talking;1000000;1287480;1615787
9/19/2003;Bubba Ho-Tep;1000000;1239183;1492895
12/7/2001;No Man's Land;1000000;1067481;2684207
10/9/1998;Slam;1000000;1009819;1087521
